instance_id,process_key,business_key,status,apply_user,amount,start_time,end_time
PI-000425,goods_receipt,GR-000124,completed,EMP-0062,0.0,2024-01-25 20:35:42.791959,2024-01-26 06:08:43.754957
PI-000426,invoice_verification,INV-000113,completed,EMP-0077,68039.39,2024-01-30 01:01:19.979980,2024-01-30 11:23:50.721839
PI-000427,purchase_requisition,PR-000092,completed,EMP-0022,146603.76,2024-01-18 20:53:49.035073,2024-01-19 04:36:08.075250
PI-000428,purchase_order,PO-000099,completed,EMP-0060,119915.19,2024-01-20 02:51:52.043343,2024-01-20 15:28:17.333031
PI-000429,goods_receipt,GR-000125,completed,EMP-0068,0.0,2024-01-23 07:00:32.005615,2024-01-23 15:35:20.281807
PI-000430,invoice_verification,INV-000114,completed,EMP-0077,120624.94,2024-01-28 14:38:31.526152,2024-01-28 21:45:20.633051
PI-000431,purchase_requisition,PR-000093,completed,EMP-0011,79545.37,2024-01-19 03:51:43.377185,2024-01-19 10:12:30.626903
PI-000432,purchase_order,PO-000100,completed,EMP-0056,50460.77,2024-01-19 12:15:38.909544,2024-01-19 16:27:59.514021
PI-000433,goods_receipt,GR-000126,completed,EMP-0065,0.0,2024-01-21 05:08:29.641120,2024-01-21 14:13:47.592203
PI-000434,goods_receipt,GR-000127,completed,EMP-0063,0.0,2024-01-22 15:30:44.154710,2024-01-22 21:55:05.408458
PI-000435,invoice_verification,INV-000115,completed,EMP-0081,51386.5,2024-01-26 22:59:43.964157,2024-01-27 08:35:23.624096
PI-000436,purchase_requisition,PR-000094,completed,EMP-0035,73099.71,2024-01-19 07:01:42.586273,2024-01-19 14:02:03.187444
PI-000437,purchase_order,PO-000101,completed,EMP-0061,142853.88,2024-01-19 23:59:31.252011,2024-01-20 06:56:14.457634
PI-000438,goods_receipt,GR-000128,completed,EMP-0067,0.0,2024-01-20 09:11:52.336272,2024-01-20 15:07:46.036388
PI-000439,invoice_verification,INV-000116,completed,EMP-0079,141808.57,2024-01-22 07:19:41.531154,2024-01-22 21:13:17.735157
PI-000440,purchase_requisition,PR-000095,completed,EMP-0035,13713.63,2024-01-19 11:52:47.837649,2024-01-19 16:18:23.348239
PI-000441,purchase_order,PO-000102,completed,EMP-0060,20700.35,2024-01-20 09:26:53.810849,2024-01-20 12:42:12.285616
PI-000442,goods_receipt,GR-000129,completed,EMP-0066,0.0,2024-01-23 10:51:50.102031,2024-01-23 20:17:00.616217
PI-000443,invoice_verification,INV-000117,completed,EMP-0075,20875.12,2024-01-25 03:03:45.936152,2024-01-25 15:03:25.912953
PI-000444,purchase_requisition,PR-000096,completed,EMP-0001,17101.73,2024-01-19 13:13:20.959983,2024-01-19 22:35:24.066185
PI-000445,purchase_order,PO-000103,completed,EMP-0053,139858.9,2024-01-20 00:34:11.139868,2024-01-20 06:45:03.027452
PI-000446,goods_receipt,GR-000130,completed,EMP-0065,0.0,2024-01-21 09:43:58.678756,2024-01-21 17:43:03.929168
PI-000447,invoice_verification,INV-000118,completed,EMP-0081,137603.57,2024-01-23 03:28:00.179905,2024-01-23 12:58:10.975912
PI-000448,purchase_requisition,PR-000097,completed,EMP-0002,19623.75,2024-01-19 19:05:38.622925,2024-01-20 02:15:38.591416
PI-000449,purchase_order,PO-000104,completed,EMP-0053,12651.76,2024-01-20 07:44:15.617259,2024-01-20 13:48:17.270508
PI-000450,goods_receipt,GR-000131,completed,EMP-0066,0.0,2024-01-22 10:34:16.356798,2024-01-22 19:21:32.245901
PI-000451,invoice_verification,INV-000119,completed,EMP-0077,12598.42,2024-01-26 02:43:08.290567,2024-01-26 09:30:01.168561
PI-000452,purchase_requisition,PR-000098,completed,EMP-0002,8122.8,2024-01-19 20:17:07.132445,2024-01-20 06:13:13.397487
PI-000453,purchase_order,PO-000105,completed,EMP-0059,86701.32,2024-01-20 17:44:20.170690,2024-01-20 22:19:09.657363
PI-000454,goods_receipt,GR-000132,completed,EMP-0065,0.0,2024-01-22 20:04:13.918398,2024-01-23 06:56:40.536949
PI-000455,invoice_verification,INV-000120,completed,EMP-0079,88141.38,2024-01-27 00:36:40.731443,2024-01-27 15:46:45.171467
PI-000456,purchase_requisition,PR-000099,completed,EMP-0017,83453.09,2024-01-20 04:00:38.628491,2024-01-20 11:24:31.924631
PI-000457,purchase_order,PO-000106,completed,EMP-0060,34690.59,2024-01-20 14:28:10.379160,2024-01-20 20:22:35.432964
PI-000458,goods_receipt,GR-000133,completed,EMP-0064,0.0,2024-01-21 06:55:44.898834,2024-01-21 13:55:25.170248
PI-000459,invoice_verification,INV-000121,completed,EMP-0082,20467.89,2024-01-25 08:55:42.891361,2024-01-25 23:37:45.764910
PI-000460,invoice_verification,INV-000122,completed,EMP-0076,13937.15,2024-01-27 19:44:28.742233,2024-01-28 05:48:51.886908
PI-000461,purchase_requisition,PR-000100,completed,EMP-0026,86654.91,2024-01-20 06:40:27.374589,2024-01-20 11:14:23.675607
PI-000462,purchase_order,PO-000107,completed,EMP-0058,109489.93,2024-01-20 19:44:32.801310,2024-01-21 01:59:06.481316
PI-000463,goods_receipt,GR-000134,completed,EMP-0064,0.0,2024-01-23 19:52:32.998746,2024-01-24 05:28:26.195050
PI-000464,invoice_verification,INV-000123,completed,EMP-0079,111394.89,2024-01-27 20:22:25.191482,2024-01-28 08:29:53.601936
PI-000465,purchase_order,PO-000108,completed,EMP-0052,178767.27,2024-01-21 05:41:20.446354,2024-01-21 10:35:17.655609
PI-000466,goods_receipt,GR-000135,completed,EMP-0062,0.0,2024-01-23 23:06:22.410554,2024-01-24 09:01:19.251893
PI-000467,invoice_verification,INV-000124,completed,EMP-0075,178101.72,2024-01-24 21:28:02.269045,2024-01-25 10:13:12.244185
PI-000468,purchase_requisition,PR-000101,completed,EMP-0025,4084.3,2024-01-20 08:03:37.177386,2024-01-20 15:31:58.709053
PI-000469,purchase_order,PO-000109,completed,EMP-0059,96264.78,2024-01-21 03:35:49.870330,2024-01-21 19:19:10.509795
PI-000470,goods_receipt,GR-000136,completed,EMP-0064,0.0,2024-01-22 18:48:59.268564,2024-01-23 03:18:37.758501
PI-000471,goods_receipt,GR-000137,completed,EMP-0063,0.0,2024-01-24 22:32:24.013780,2024-01-25 06:44:38.902001
PI-000472,invoice_verification,INV-000125,completed,EMP-0081,96070.88,2024-01-29 00:26:35.713527,2024-01-29 12:48:01.971840
PI-000473,purchase_requisition,PR-000102,completed,EMP-0037,71237.92,2024-01-20 10:01:53.528415,2024-01-20 18:06:26.859053
PI-000474,purchase_order,PO-000110,completed,EMP-0060,11600.08,2024-01-21 02:45:24.393940,2024-01-21 06:44:26.890762
PI-000475,goods_receipt,GR-000138,completed,EMP-0063,0.0,2024-01-23 15:21:29.368440,2024-01-24 03:06:32.196869
PI-000476,invoice_verification,INV-000126,completed,EMP-0075,11385.79,2024-01-27 09:43:56.638735,2024-01-28 07:42:30.658415
PI-000477,purchase_requisition,PR-000103,completed,EMP-0031,28466.21,2024-01-20 17:57:25.933180,2024-01-21 03:07:39.246474
PI-000478,purchase_order,PO-000111,completed,EMP-0053,116787.93,2024-01-21 22:59:57.443991,2024-01-22 08:22:20.094630
PI-000479,goods_receipt,GR-000139,completed,EMP-0065,0.0,2024-01-24 21:35:00.698418,2024-01-25 08:05:30.611799
PI-000480,invoice_verification,INV-000127,completed,EMP-0077,117703.92,2024-01-28 00:50:36.500612,2024-01-28 14:26:45.925424
PI-000481,purchase_requisition,PR-000104,completed,EMP-0019,15549.6,2024-01-21 00:50:53.657008,2024-01-21 05:24:42.056762
PI-000482,purchase_order,PO-000112,completed,EMP-0053,6501.32,2024-01-22 02:31:47.705507,2024-01-22 08:09:33.205465
PI-000483,goods_receipt,GR-000140,completed,EMP-0069,0.0,2024-01-25 07:48:58.511704,2024-01-25 16:11:05.085007
PI-000484,invoice_verification,INV-000128,completed,EMP-0077,6398.82,2024-01-26 11:41:48.973298,2024-01-27 06:04:14.867644
PI-000485,purchase_requisition,PR-000105,completed,EMP-0012,2193.13,2024-01-21 06:26:09.638371,2024-01-21 12:43:11.928486
PI-000486,purchase_order,PO-000113,completed,EMP-0060,88371.63,2024-01-22 11:52:39.145680,2024-01-22 19:53:22.397977
PI-000487,goods_receipt,GR-000141,completed,EMP-0069,0.0,2024-01-24 16:08:31.468396,2024-01-24 20:19:30.058307
PI-000488,invoice_verification,INV-000129,completed,EMP-0075,90040.39,2024-01-25 15:57:07.582333,2024-01-26 05:32:30.574899
PI-000489,purchase_requisition,PR-000106,completed,EMP-0011,86955.48,2024-01-21 07:54:03.130948,2024-01-21 12:38:24.281000
PI-000490,purchase_order,PO-000114,completed,EMP-0061,8262.7,2024-01-22 12:27:22.576068,2024-01-22 15:22:36.066262
PI-000491,goods_receipt,GR-000142,completed,EMP-0064,0.0,2024-01-23 21:33:55.531317,2024-01-24 04:02:41.887504
PI-000492,goods_receipt,GR-000143,completed,EMP-0063,0.0,2024-01-26 19:25:33.761202,2024-01-27 04:18:11.429594
PI-000493,invoice_verification,INV-000130,completed,EMP-0080,8292.91,2024-01-30 17:34:32.719470,2024-01-31 03:23:56.296047
PI-000494,purchase_requisition,PR-000107,completed,EMP-0032,2396.07,2024-01-21 10:30:59.462168,2024-01-21 19:56:39.629356
PI-000495,purchase_order,PO-000115,completed,EMP-0055,144823.83,2024-01-22 06:26:09.020451,2024-01-23 06:15:51.500027
PI-000496,goods_receipt,GR-000144,completed,EMP-0066,0.0,2024-01-24 04:24:18.276203,2024-01-24 12:37:12.342806
PI-000497,goods_receipt,GR-000145,completed,EMP-0065,0.0,2024-01-26 13:35:37.136999,2024-01-26 23:08:50.819486
PI-000498,invoice_verification,INV-000131,completed,EMP-0079,86709.84,2024-01-29 11:28:59.796696,2024-01-29 22:47:52.155335
PI-000499,invoice_verification,INV-000132,completed,EMP-0079,58358.57,2024-02-03 01:10:58.786159,2024-02-03 07:41:33.214551
PI-000500,purchase_requisition,PR-000108,completed,EMP-0007,105853.59,2024-01-21 15:54:39.267887,2024-01-22 00:06:21.927994
PI-000501,purchase_order,PO-000116,completed,EMP-0058,55333.5,2024-01-22 20:24:25.263705,2024-01-23 07:17:51.185852
PI-000502,goods_receipt,GR-000146,completed,EMP-0068,0.0,2024-01-25 01:57:56.819948,2024-01-25 08:44:43.290254
PI-000503,invoice_verification,INV-000133,completed,EMP-0078,54853.29,2024-01-28 11:29:06.127488,2024-01-28 20:19:35.836593
PI-000504,purchase_requisition,PR-000109,completed,EMP-0020,43944.69,2024-01-21 17:21:17.199316,2024-01-22 04:24:47.271031
PI-000505,purchase_order,PO-000117,completed,EMP-0059,91426.84,2024-01-23 00:46:25.094810,2024-01-23 12:06:54.542561
PI-000506,goods_receipt,GR-000147,completed,EMP-0065,0.0,2024-01-26 08:25:05.144855,2024-01-26 14:46:51.861786
PI-000507,goods_receipt,GR-000148,completed,EMP-0068,0.0,2024-01-29 14:24:32.235049,2024-01-30 04:56:33.215871
PI-000508,invoice_verification,INV-000134,completed,EMP-0075,91790.7,2024-02-01 04:54:16.486413,2024-02-01 15:23:00.298071
PI-000509,purchase_requisition,PR-000110,completed,EMP-0024,73131.84,2024-01-21 20:03:08.618538,2024-01-22 03:39:11.948929
PI-000510,purchase_order,PO-000118,completed,EMP-0056,45268.68,2024-01-23 03:00:18.022113,2024-01-23 05:39:21.785138
PI-000511,goods_receipt,GR-000149,completed,EMP-0067,0.0,2024-01-23 19:45:29.852194,2024-01-24 03:12:22.101228
PI-000512,invoice_verification,INV-000135,completed,EMP-0081,44776.11,2024-01-25 23:18:34.452049,2024-01-26 10:22:53.073656
PI-000513,purchase_order,PO-000119,completed,EMP-0055,38628.58,2024-01-22 22:19:54.587725,2024-01-23 05:01:17.308877
PI-000514,goods_receipt,GR-000150,completed,EMP-0063,0.0,2024-01-25 04:52:31.117672,2024-01-25 11:16:00.672221
PI-000515,goods_receipt,GR-000151,completed,EMP-0063,0.0,2024-01-28 05:43:30.473195,2024-01-28 13:31:29.176757
PI-000516,invoice_verification,INV-000136,completed,EMP-0078,38414.78,2024-01-29 01:10:32.981093,2024-01-29 11:15:43.279742
PI-000517,purchase_requisition,PR-000111,completed,EMP-0006,147630.26,2024-01-21 21:18:26.634069,2024-01-22 06:59:10.369826
PI-000518,purchase_order,PO-000120,completed,EMP-0052,4259.48,2024-01-22 12:53:30.014792,2024-01-23 02:07:39.281975
PI-000519,goods_receipt,GR-000152,completed,EMP-0067,0.0,2024-01-24 08:44:03.628114,2024-01-24 17:54:10.074227
PI-000520,invoice_verification,INV-000137,completed,EMP-0080,4186.87,2024-01-29 06:52:52.684748,2024-01-29 16:05:25.424628
PI-000521,purchase_requisition,PR-000112,completed,EMP-0032,12113.12,2024-01-22 02:00:40.927410,2024-01-22 12:56:15.111724
PI-000522,purchase_order,PO-000121,completed,EMP-0058,90322.85,2024-01-23 07:00:51.953694,2024-01-23 13:23:06.586744
PI-000523,goods_receipt,GR-000153,completed,EMP-0062,0.0,2024-01-25 15:03:22.431068,2024-01-25 23:54:26.709266
PI-000524,invoice_verification,INV-000138,completed,EMP-0080,90214.47,2024-01-27 00:30:43.044819,2024-01-27 10:43:59.317339
PI-000525,purchase_order,PO-000122,completed,EMP-0053,1436.12,2024-01-22 19:27:48.724716,2024-01-23 02:33:23.309387
PI-000526,goods_receipt,GR-000154,completed,EMP-0069,0.0,2024-01-24 22:13:08.149130,2024-01-25 06:13:16.785394
PI-000527,invoice_verification,INV-000139,completed,EMP-0079,1430.56,2024-01-28 17:38:06.733545,2024-01-29 04:45:27.825764
PI-000528,purchase_requisition,PR-000113,completed,EMP-0004,34429.42,2024-01-22 04:56:53.772924,2024-01-22 09:08:44.057838
PI-000529,purchase_order,PO-000123,completed,EMP-0054,24466.64,2024-01-22 09:39:39.050592,2024-01-22 16:20:13.942701
PI-000530,goods_receipt,GR-000155,completed,EMP-0069,0.0,2024-01-24 19:37:48.430145,2024-01-25 08:54:04.328095
PI-000531,goods_receipt,GR-000156,completed,EMP-0066,0.0,2024-01-28 00:22:52.621195,2024-01-28 09:42:46.012621
PI-000532,invoice_verification,INV-000140,completed,EMP-0075,24009.86,2024-01-30 12:59:21.848158,2024-01-30 20:08:24.356063
PI-000533,purchase_requisition,PR-000114,completed,EMP-0026,7584.92,2024-01-22 06:51:29.971617,2024-01-22 12:53:23.591614
PI-000534,purchase_requisition,PR-000115,completed,EMP-0022,32828.41,2024-01-22 07:54:13.651276,2024-01-22 16:41:29.927880
PI-000535,purchase_order,PO-000124,completed,EMP-0052,331782.27,2024-01-23 05:27:52.613919,2024-01-23 14:38:53.211969
PI-000536,goods_receipt,GR-000157,completed,EMP-0069,0.0,2024-01-25 22:46:01.116354,2024-01-26 08:13:50.242886
PI-000537,invoice_verification,INV-000141,completed,EMP-0077,196502.42,2024-01-27 13:01:32.844172,2024-01-28 08:26:51.018498
PI-000538,invoice_verification,INV-000142,completed,EMP-0078,132498.44,2024-01-30 10:36:07.235068,2024-01-30 20:56:09.063643
PI-000539,purchase_order,PO-000125,completed,EMP-0056,176881.77,2024-01-22 18:36:43.537524,2024-01-23 00:54:19.108370
PI-000540,goods_receipt,GR-000158,completed,EMP-0069,0.0,2024-01-25 16:56:42.762948,2024-01-25 23:34:37.446510
PI-000541,invoice_verification,INV-000143,completed,EMP-0077,108106.01,2024-01-30 22:20:19.107672,2024-01-31 16:15:54.065618
PI-000542,invoice_verification,INV-000144,completed,EMP-0081,70674.0,2024-02-04 23:42:20.140873,2024-02-05 21:07:34.120268
PI-000543,purchase_requisition,PR-000116,completed,EMP-0002,71730.59,2024-01-22 09:38:00.746923,2024-01-22 13:48:11.749789
PI-000544,purchase_order,PO-000126,completed,EMP-0060,97686.41,2024-01-22 18:26:39.808877,2024-01-23 17:23:32.863507
PI-000545,goods_receipt,GR-000159,completed,EMP-0064,0.0,2024-01-25 15:19:14.587609,2024-01-26 00:47:49.380684
PI-000546,invoice_verification,INV-000145,completed,EMP-0078,99223.02,2024-01-29 09:16:22.154153,2024-01-29 22:32:46.561751
PI-000547,purchase_requisition,PR-000117,completed,EMP-0008,9978.23,2024-01-22 10:43:57.565492,2024-01-22 19:04:36.788001
PI-000548,purchase_order,PO-000127,completed,EMP-0060,202044.59,2024-01-22 22:54:19.057975,2024-01-23 05:33:09.675197
PI-000549,goods_receipt,GR-000160,completed,EMP-0069,0.0,2024-01-25 22:20:56.062345,2024-01-26 05:28:57.719266
PI-000550,invoice_verification,INV-000146,completed,EMP-0082,200321.75,2024-01-28 07:48:03.925846,2024-01-28 20:59:55.944113
PI-000551,purchase_requisition,PR-000118,completed,EMP-0005,30877.01,2024-01-22 12:46:49.278211,2024-01-23 02:58:57.868353
PI-000552,purchase_order,PO-000128,completed,EMP-0058,15011.94,2024-01-23 04:02:07.573881,2024-01-23 08:12:13.453718
PI-000553,goods_receipt,GR-000161,completed,EMP-0066,0.0,2024-01-24 17:33:05.625120,2024-01-25 00:58:43.138499
PI-000554,invoice_verification,INV-000147,completed,EMP-0080,14990.56,2024-01-25 14:09:06.187886,2024-01-26 03:53:16.830614
PI-000555,purchase_requisition,PR-000119,completed,EMP-0020,10512.23,2024-01-22 19:16:45.505993,2024-01-23 00:43:51.952835
PI-000556,purchase_order,PO-000129,completed,EMP-0055,39224.92,2024-01-23 04:14:46.446169,2024-01-23 09:08:17.460664
PI-000557,goods_receipt,GR-000162,completed,EMP-0065,0.0,2024-01-26 02:05:05.381390,2024-01-26 11:17:47.344701
PI-000558,invoice_verification,INV-000148,completed,EMP-0080,38526.1,2024-01-26 18:28:23.661893,2024-01-27 03:27:11.825456
PI-000559,purchase_requisition,PR-000120,completed,EMP-0003,11009.55,2024-01-23 01:27:55.220457,2024-01-23 06:39:56.923051
PI-000560,purchase_order,PO-000130,completed,EMP-0054,98994.92,2024-01-23 11:25:24.245844,2024-01-23 18:08:42.369661
PI-000561,goods_receipt,GR-000163,completed,EMP-0067,0.0,2024-01-25 05:37:56.175978,2024-01-25 12:10:50.688026
PI-000562,invoice_verification,INV-000149,completed,EMP-0075,97199.81,2024-01-28 06:50:31.427217,2024-01-28 19:11:03.373508
PI-000563,purchase_requisition,PR-000121,completed,EMP-0039,94487.11,2024-01-23 03:33:15.126781,2024-01-23 15:18:50.019286
PI-000564,purchase_order,PO-000131,completed,EMP-0058,72115.96,2024-01-23 21:56:22.961881,2024-01-24 09:50:18.520075
PI-000565,goods_receipt,GR-000164,completed,EMP-0065,0.0,2024-01-26 06:41:02.033846,2024-01-26 16:11:57.604696
PI-000566,goods_receipt,GR-000165,completed,EMP-0064,0.0,2024-01-28 08:11:27.315632,2024-01-28 11:11:02.345095
PI-000567,invoice_verification,INV-000150,completed,EMP-0077,71170.84,2024-01-31 15:23:06.186186,2024-02-01 01:27:37.927945
PI-000568,purchase_requisition,PR-000122,completed,EMP-0026,303.32,2024-01-23 08:18:16.920441,2024-01-23 14:15:40.861029
PI-000569,purchase_order,PO-000132,completed,EMP-0056,194067.87,2024-01-24 12:59:09.752637,2024-01-24 19:05:21.014438
PI-000570,goods_receipt,GR-000166,completed,EMP-0063,0.0,2024-01-26 15:59:48.511056,2024-01-26 23:49:17.063315
PI-000571,goods_receipt,GR-000167,completed,EMP-0066,0.0,2024-01-27 05:04:13.202996,2024-01-27 12:37:08.457286
PI-000572,invoice_verification,INV-000151,completed,EMP-0078,197433.49,2024-01-31 20:07:23.469566,2024-02-01 08:14:39.418567
PI-000573,purchase_requisition,PR-000123,completed,EMP-0031,136783.66,2024-01-23 09:44:52.097779,2024-01-24 02:34:59.234628
PI-000574,purchase_order,PO-000133,completed,EMP-0061,158893.26,2024-01-24 17:49:37.408210,2024-01-25 03:30:52.305913
PI-000575,goods_receipt,GR-000168,completed,EMP-0063,0.0,2024-01-27 01:36:30.570880,2024-01-27 13:11:57.024280
PI-000576,goods_receipt,GR-000169,completed,EMP-0062,0.0,2024-01-29 05:54:02.014759,2024-01-29 13:07:48.132930
PI-000577,invoice_verification,INV-000152,completed,EMP-0076,160398.89,2024-01-30 23:30:42.373358,2024-01-31 12:22:23.709984
PI-000578,purchase_requisition,PR-000124,completed,EMP-0031,75433.48,2024-01-23 11:34:33.639730,2024-01-24 01:04:12.694095
PI-000579,purchase_order,PO-000134,completed,EMP-0053,31466.01,2024-01-24 17:02:34.352104,2024-01-24 23:14:53.035768
PI-000580,goods_receipt,GR-000170,completed,EMP-0067,0.0,2024-01-25 22:37:02.043350,2024-01-26 03:00:17.676132
PI-000581,invoice_verification,INV-000153,completed,EMP-0079,31297.51,2024-01-27 07:55:28.154129,2024-01-28 07:50:24.702946
PI-000582,purchase_requisition,PR-000125,completed,EMP-0026,13426.78,2024-01-23 13:42:50.788731,2024-01-23 21:21:04.390582
PI-000583,purchase_order,PO-000135,completed,EMP-0057,212682.73,2024-01-24 01:51:45.319621,2024-01-24 12:10:19.550073
PI-000584,goods_receipt,GR-000171,completed,EMP-0066,0.0,2024-01-26 18:42:53.966204,2024-01-27 07:00:22.958408
PI-000585,goods_receipt,GR-000172,completed,EMP-0066,0.0,2024-01-28 19:25:27.353558,2024-01-29 04:20:38.475917
PI-000586,invoice_verification,INV-000154,completed,EMP-0075,129289.28,2024-01-30 20:39:41.089832,2024-01-31 08:22:09.942104
PI-000587,invoice_verification,INV-000155,completed,EMP-0078,86363.89,2024-02-01 23:05:33.014704,2024-02-02 11:56:11.419251
PI-000588,purchase_requisition,PR-000126,completed,EMP-0007,15896.81,2024-01-23 20:51:16.751461,2024-01-24 03:04:02.338767
PI-000589,purchase_order,PO-000136,completed,EMP-0055,160589.69,2024-01-24 16:25:06.943281,2024-01-24 20:12:36.897356
PI-000590,goods_receipt,GR-000173,completed,EMP-0066,0.0,2024-01-25 01:21:12.605020,2024-01-25 10:43:58.030419
PI-000591,goods_receipt,GR-000174,completed,EMP-0062,0.0,2024-01-26 20:28:43.244061,2024-01-27 08:21:21.386106
PI-000592,invoice_verification,INV-000156,completed,EMP-0078,159684.89,2024-01-29 23:44:39.759472,2024-01-31 04:03:38.885824
PI-000593,purchase_requisition,PR-000127,completed,EMP-0020,48149.71,2024-01-23 22:06:09.991526,2024-01-24 12:47:38.044310
PI-000594,purchase_order,PO-000137,completed,EMP-0054,114257.38,2024-01-25 04:41:18.317909,2024-01-25 14:53:45.290923
PI-000595,goods_receipt,GR-000175,completed,EMP-0065,0.0,2024-01-25 17:58:25.272562,2024-01-26 02:17:03.860567
PI-000596,invoice_verification,INV-000157,completed,EMP-0079,112568.88,2024-01-28 05:43:31.941195,2024-01-28 21:10:12.951826
PI-000597,purchase_requisition,PR-000128,completed,EMP-0029,18592.84,2024-01-24 02:09:43.557507,2024-01-25 03:02:54.606435
PI-000598,purchase_order,PO-000138,completed,EMP-0056,51186.02,2024-01-26 01:43:10.446238,2024-01-26 12:36:10.781453
PI-000599,goods_receipt,GR-000176,completed,EMP-0063,0.0,2024-01-26 16:57:38.316913,2024-01-26 22:55:58.891935
PI-000600,invoice_verification,INV-000158,completed,EMP-0077,30240.12,2024-01-29 03:29:56.693497,2024-01-29 15:11:57.795164
PI-000601,invoice_verification,INV-000159,completed,EMP-0079,20697.09,2024-02-02 07:56:20.094838,2024-02-02 20:20:12.064774
PI-000602,purchase_requisition,PR-000129,completed,EMP-0030,15392.88,2024-01-24 07:55:04.158827,2024-01-24 15:11:52.910306
PI-000603,purchase_order,PO-000139,completed,EMP-0058,139520.05,2024-01-24 19:14:31.934590,2024-01-25 05:29:50.658995
PI-000604,goods_receipt,GR-000177,completed,EMP-0066,0.0,2024-01-25 23:16:18.179948,2024-01-26 06:01:31.008027
PI-000605,invoice_verification,INV-000160,completed,EMP-0081,137770.4,2024-01-30 14:09:19.091035,2024-01-31 06:29:55.731236
PI-000606,purchase_requisition,PR-000130,completed,EMP-0009,58442.47,2024-01-24 08:56:31.429333,2024-01-24 16:52:26.284295
PI-000607,purchase_order,PO-000140,completed,EMP-0054,65959.93,2024-01-25 00:15:47.639238,2024-01-25 07:17:47.659584
PI-000608,goods_receipt,GR-000178,completed,EMP-0063,0.0,2024-01-25 15:33:27.216870,2024-01-26 03:38:12.839835
PI-000609,invoice_verification,INV-000161,completed,EMP-0076,65968.87,2024-01-27 09:12:07.974367,2024-01-27 19:21:36.975052
PI-000610,purchase_requisition,PR-000131,completed,EMP-0016,23519.78,2024-01-24 12:10:56.873262,2024-01-24 20:57:38.697207
PI-000611,purchase_order,PO-000141,completed,EMP-0053,2796.52,2024-01-24 22:53:51.659920,2024-01-25 03:35:52.256098
PI-000612,goods_receipt,GR-000179,completed,EMP-0063,0.0,2024-01-27 19:48:16.409105,2024-01-28 05:21:35.981353
PI-000613,invoice_verification,INV-000162,completed,EMP-0075,2745.7,2024-01-30 09:41:16.268057,2024-01-31 01:19:39.845539
PI-000614,purchase_requisition,PR-000132,completed,EMP-0017,56497.31,2024-01-24 18:37:27.876814,2024-01-25 08:21:09.770603
PI-000615,purchase_order,PO-000142,completed,EMP-0058,19439.81,2024-01-26 05:46:44.669708,2024-01-26 11:06:46.895407
PI-000616,goods_receipt,GR-000180,completed,EMP-0065,0.0,2024-01-29 07:00:30.194823,2024-01-29 11:44:41.255494
PI-000617,invoice_verification,INV-000163,completed,EMP-0080,19323.01,2024-02-02 04:15:14.373026,2024-02-02 18:45:21.687949
PI-000618,purchase_requisition,PR-000133,completed,EMP-0002,3802.77,2024-01-24 23:43:44.756836,2024-01-25 07:41:24.767463
PI-000619,purchase_order,PO-000143,completed,EMP-0053,71988.39,2024-01-26 06:41:21.187155,2024-01-26 14:07:49.481312
PI-000620,goods_receipt,GR-000181,completed,EMP-0064,0.0,2024-01-27 12:44:54.380382,2024-01-27 22:42:33.937340
PI-000621,invoice_verification,INV-000164,completed,EMP-0077,71934.03,2024-01-29 14:33:08.163870,2024-01-30 02:21:43.123904
PI-000622,purchase_requisition,PR-000134,completed,EMP-0037,21921.84,2024-01-25 00:54:51.289344,2024-01-25 17:48:21.874634
PI-000623,purchase_order,PO-000144,completed,EMP-0060,182696.06,2024-01-26 04:29:18.293040,2024-01-26 14:35:03.943037
PI-000624,goods_receipt,GR-000182,completed,EMP-0068,0.0,2024-01-27 14:54:22.241203,2024-01-27 20:38:57.022227
PI-000625,goods_receipt,GR-000183,completed,EMP-0064,0.0,2024-01-30 10:13:29.599041,2024-01-30 16:42:32.795377
PI-000626,invoice_verification,INV-000165,completed,EMP-0078,182529.54,2024-02-01 05:46:25.637702,2024-02-01 17:44:25.503734
PI-000627,purchase_requisition,PR-000135,completed,EMP-0029,58211.14,2024-01-25 04:52:47.502464,2024-01-25 09:10:39.536054
PI-000628,purchase_order,PO-000145,completed,EMP-0058,130756.26,2024-01-25 21:58:35.698915,2024-01-26 08:41:18.800917
PI-000629,goods_receipt,GR-000184,completed,EMP-0065,0.0,2024-01-29 00:26:34.412924,2024-01-29 09:59:59.289746
PI-000630,goods_receipt,GR-000185,completed,EMP-0062,0.0,2024-01-29 21:34:36.789837,2024-01-30 05:27:24.165176
PI-000631,invoice_verification,INV-000166,completed,EMP-0075,132221.93,2024-02-02 07:27:06.462968,2024-02-02 18:08:58.060212
PI-000632,purchase_requisition,PR-000136,completed,EMP-0024,54529.02,2024-01-25 11:21:17.645122,2024-01-25 18:21:57.802626
PI-000633,purchase_order,PO-000146,completed,EMP-0059,57026.11,2024-01-25 23:49:27.585363,2024-01-26 06:03:30.503727
PI-000634,goods_receipt,GR-000186,completed,EMP-0068,0.0,2024-01-28 01:54:14.772565,2024-01-28 13:16:00.154751
PI-000635,invoice_verification,INV-000167,completed,EMP-0082,57188.07,2024-01-29 09:23:26.102472,2024-01-29 23:14:26.787966
PI-000636,purchase_requisition,PR-000137,completed,EMP-0001,72096.92,2024-01-25 17:31:03.596008,2024-01-26 02:50:52.477822
