instance_id,name,value
PI-000533,prNo,PR-000114
PI-000533,materialCode,MAT-00012
PI-000533,amount,7584.92
PI-000534,prNo,PR-000115
PI-000534,materialCode,MAT-00060
PI-000534,amount,32828.41
PI-000535,prNo,PR-000115
PI-000535,poNo,PO-000124
PI-000535,amount,331782.27
PI-000535,supplierCode,SUP-004
PI-000536,poNo,PO-000124
PI-000536,grNo,GR-000157
PI-000536,materialCode,MAT-00060
PI-000537,poNo,PO-000124
PI-000537,invoiceNo,INV-000141
PI-000537,amount,196502.42
PI-000538,poNo,PO-000124
PI-000538,invoiceNo,INV-000142
PI-000538,amount,132498.44
PI-000539,prNo,PR-000115
PI-000539,poNo,PO-000125
PI-000539,amount,176881.77
PI-000539,supplierCode,SUP-007
PI-000540,poNo,PO-000125
PI-000540,grNo,GR-000158
PI-000540,materialCode,MAT-00026
PI-000541,poNo,PO-000125
PI-000541,invoiceNo,INV-000143
PI-000541,amount,108106.01
PI-000542,poNo,PO-000125
PI-000542,invoiceNo,INV-000144
PI-000542,amount,70674.0
PI-000543,prNo,PR-000116
PI-000543,materialCode,MAT-00002
PI-000543,amount,71730.59
PI-000544,prNo,PR-000116
PI-000544,poNo,PO-000126
PI-000544,amount,97686.41
PI-000544,supplierCode,SUP-003
PI-000545,poNo,PO-000126
PI-000545,grNo,GR-000159
PI-000545,materialCode,MAT-00043
PI-000546,poNo,PO-000126
PI-000546,invoiceNo,INV-000145
PI-000546,amount,99223.02
PI-000547,prNo,PR-000117
PI-000547,materialCode,MAT-00010
PI-000547,amount,9978.23
PI-000548,prNo,PR-000117
PI-000548,poNo,PO-000127
PI-000548,amount,202044.59
PI-000548,supplierCode,SUP-004
PI-000549,poNo,PO-000127
PI-000549,grNo,GR-000160
PI-000549,materialCode,MAT-00009
PI-000550,poNo,PO-000127
PI-000550,invoiceNo,INV-000146
PI-000550,amount,200321.75
PI-000551,prNo,PR-000118
PI-000551,materialCode,MAT-00013
PI-000551,amount,30877.01
PI-000552,prNo,PR-000118
PI-000552,poNo,PO-000128
PI-000552,amount,15011.94
PI-000552,supplierCode,SUP-001
PI-000553,poNo,PO-000128
PI-000553,grNo,GR-000161
PI-000553,materialCode,MAT-00038
PI-000554,poNo,PO-000128
PI-000554,invoiceNo,INV-000147
PI-000554,amount,14990.56
PI-000555,prNo,PR-000119
PI-000555,materialCode,MAT-00040
PI-000555,amount,10512.23
PI-000556,prNo,PR-000119
PI-000556,poNo,PO-000129
PI-000556,amount,39224.92
PI-000556,supplierCode,SUP-001
PI-000557,poNo,PO-000129
PI-000557,grNo,GR-000162
PI-000557,materialCode,MAT-00038
PI-000558,poNo,PO-000129
PI-000558,invoiceNo,INV-000148
PI-000558,amount,38526.1
PI-000559,prNo,PR-000120
PI-000559,materialCode,MAT-00055
PI-000559,amount,11009.55
PI-000560,prNo,PR-000120
PI-000560,poNo,PO-000130
PI-000560,amount,98994.92
PI-000560,supplierCode,SUP-003
PI-000561,poNo,PO-000130
PI-000561,grNo,GR-000163
PI-000561,materialCode,MAT-00055
PI-000562,poNo,PO-000130
PI-000562,invoiceNo,INV-000149
PI-000562,amount,97199.81
PI-000563,prNo,PR-000121
PI-000563,materialCode,MAT-00003
PI-000563,amount,94487.11
PI-000564,prNo,PR-000121
PI-000564,poNo,PO-000131
PI-000564,amount,72115.96
PI-000564,supplierCode,SUP-004
PI-000565,poNo,PO-000131
PI-000565,grNo,GR-000164
PI-000565,materialCode,MAT-00003
PI-000566,poNo,PO-000131
PI-000566,grNo,GR-000165
PI-000566,materialCode,MAT-00003
PI-000567,poNo,PO-000131
PI-000567,invoiceNo,INV-000150
PI-000567,amount,71170.84
PI-000568,prNo,PR-000122
PI-000568,materialCode,MAT-00020
PI-000568,amount,303.32
PI-000569,prNo,PR-000122
PI-000569,poNo,PO-000132
PI-000569,amount,194067.87
PI-000569,supplierCode,SUP-009
PI-000570,poNo,PO-000132
PI-000570,grNo,GR-000166
PI-000570,materialCode,MAT-00020
PI-000571,poNo,PO-000132
PI-000571,grNo,GR-000167
PI-000571,materialCode,MAT-00031
PI-000572,poNo,PO-000132
PI-000572,invoiceNo,INV-000151
PI-000572,amount,197433.49
PI-000573,prNo,PR-000123
PI-000573,materialCode,MAT-00021
PI-000573,amount,136783.66
PI-000574,prNo,PR-000123
PI-000574,poNo,PO-000133
PI-000574,amount,158893.26
PI-000574,supplierCode,SUP-005
PI-000575,poNo,PO-000133
PI-000575,grNo,GR-000168
PI-000575,materialCode,MAT-00021
PI-000576,poNo,PO-000133
PI-000576,grNo,GR-000169
PI-000576,materialCode,MAT-00039
PI-000577,poNo,PO-000133
PI-000577,invoiceNo,INV-000152
PI-000577,amount,160398.89
PI-000578,prNo,PR-000124
PI-000578,materialCode,MAT-00011
PI-000578,amount,75433.48
PI-000579,prNo,PR-000124
PI-000579,poNo,PO-000134
PI-000579,amount,31466.01
PI-000579,supplierCode,SUP-006
PI-000580,poNo,PO-000134
PI-000580,grNo,GR-000170
PI-000580,materialCode,MAT-00045
PI-000581,poNo,PO-000134
PI-000581,invoiceNo,INV-000153
PI-000581,amount,31297.51
PI-000582,prNo,PR-000125
PI-000582,materialCode,MAT-00038
PI-000582,amount,13426.78
PI-000583,prNo,PR-000125
PI-000583,poNo,PO-000135
PI-000583,amount,212682.73
PI-000583,supplierCode,SUP-005
PI-000584,poNo,PO-000135
PI-000584,grNo,GR-000171
PI-000584,materialCode,MAT-00030
PI-000585,poNo,PO-000135
PI-000585,grNo,GR-000172
PI-000585,materialCode,MAT-00030
PI-000586,poNo,PO-000135
PI-000586,invoiceNo,INV-000154
PI-000586,amount,129289.28
PI-000587,poNo,PO-000135
PI-000587,invoiceNo,INV-000155
PI-000587,amount,86363.89
PI-000588,prNo,PR-000126
PI-000588,materialCode,MAT-00025
PI-000588,amount,15896.81
PI-000589,prNo,PR-000126
PI-000589,poNo,PO-000136
PI-000589,amount,160589.69
PI-000589,supplierCode,SUP-009
PI-000590,poNo,PO-000136
PI-000590,grNo,GR-000173
PI-000590,materialCode,MAT-00025
PI-000591,poNo,PO-000136
PI-000591,grNo,GR-000174
PI-000591,materialCode,MAT-00003
PI-000592,poNo,PO-000136
PI-000592,invoiceNo,INV-000156
PI-000592,amount,159684.89
PI-000593,prNo,PR-000127
PI-000593,materialCode,MAT-00025
PI-000593,amount,48149.71
PI-000594,prNo,PR-000127
PI-000594,poNo,PO-000137
PI-000594,amount,114257.38
PI-000594,supplierCode,SUP-011
PI-000595,poNo,PO-000137
PI-000595,grNo,GR-000175
PI-000595,materialCode,MAT-00007
PI-000596,poNo,PO-000137
PI-000596,invoiceNo,INV-000157
PI-000596,amount,112568.88
PI-000597,prNo,PR-000128
PI-000597,materialCode,MAT-00003
PI-000597,amount,18592.84
PI-000598,prNo,PR-000128
PI-000598,poNo,PO-000138
PI-000598,amount,51186.02
PI-000598,supplierCode,SUP-006
PI-000599,poNo,PO-000138
PI-000599,grNo,GR-000176
PI-000599,materialCode,MAT-00003
PI-000600,poNo,PO-000138
PI-000600,invoiceNo,INV-000158
PI-000600,amount,30240.12
PI-000601,poNo,PO-000138
PI-000601,invoiceNo,INV-000159
PI-000601,amount,20697.09
PI-000602,prNo,PR-000129
PI-000602,materialCode,MAT-00043
PI-000602,amount,15392.88
PI-000603,prNo,PR-000129
PI-000603,poNo,PO-000139
PI-000603,amount,139520.05
PI-000603,supplierCode,SUP-004
PI-000604,poNo,PO-000139
PI-000604,grNo,GR-000177
PI-000604,materialCode,MAT-00043
PI-000605,poNo,PO-000139
PI-000605,invoiceNo,INV-000160
PI-000605,amount,137770.4
PI-000606,prNo,PR-000130
PI-000606,materialCode,MAT-00050
PI-000606,amount,58442.47
PI-000607,prNo,PR-000130
PI-000607,poNo,PO-000140
PI-000607,amount,65959.93
PI-000607,supplierCode,SUP-009
PI-000608,poNo,PO-000140
PI-000608,grNo,GR-000178
PI-000608,materialCode,MAT-00050
PI-000609,poNo,PO-000140
PI-000609,invoiceNo,INV-000161
PI-000609,amount,65968.87
PI-000610,prNo,PR-000131
PI-000610,materialCode,MAT-00036
PI-000610,amount,23519.78
PI-000611,prNo,PR-000131
PI-000611,poNo,PO-000141
PI-000611,amount,2796.52
PI-000611,supplierCode,SUP-008
PI-000612,poNo,PO-000141
PI-000612,grNo,GR-000179
PI-000612,materialCode,MAT-00036
PI-000613,poNo,PO-000141
PI-000613,invoiceNo,INV-000162
PI-000613,amount,2745.7
PI-000614,prNo,PR-000132
PI-000614,materialCode,MAT-00001
PI-000614,amount,56497.31
PI-000615,prNo,PR-000132
PI-000615,poNo,PO-000142
PI-000615,amount,19439.81
PI-000615,supplierCode,SUP-010
PI-000616,poNo,PO-000142
PI-000616,grNo,GR-000180
PI-000616,materialCode,MAT-00001
PI-000617,poNo,PO-000142
PI-000617,invoiceNo,INV-000163
PI-000617,amount,19323.01
PI-000618,prNo,PR-000133
PI-000618,materialCode,MAT-00029
PI-000618,amount,3802.77
PI-000619,prNo,PR-000133
PI-000619,poNo,PO-000143
PI-000619,amount,71988.39
PI-000619,supplierCode,SUP-003
PI-000620,poNo,PO-000143
PI-000620,grNo,GR-000181
PI-000620,materialCode,MAT-00029
PI-000621,poNo,PO-000143
PI-000621,invoiceNo,INV-000164
PI-000621,amount,71934.03
PI-000622,prNo,PR-000134
PI-000622,materialCode,MAT-00038
PI-000622,amount,21921.84
PI-000623,prNo,PR-000134
PI-000623,poNo,PO-000144
PI-000623,amount,182696.06
PI-000623,supplierCode,SUP-002
PI-000624,poNo,PO-000144
PI-000624,grNo,GR-000182
PI-000624,materialCode,MAT-00038
PI-000625,poNo,PO-000144
PI-000625,grNo,GR-000183
PI-000625,materialCode,MAT-00035
PI-000626,poNo,PO-000144
PI-000626,invoiceNo,INV-000165
PI-000626,amount,182529.54
PI-000627,prNo,PR-000135
PI-000627,materialCode,MAT-00053
PI-000627,amount,58211.14
PI-000628,prNo,PR-000135
PI-000628,poNo,PO-000145
PI-000628,amount,130756.26
PI-000628,supplierCode,SUP-002
PI-000629,poNo,PO-000145
PI-000629,grNo,GR-000184
PI-000629,materialCode,MAT-00053
PI-000630,poNo,PO-000145
PI-000630,grNo,GR-000185
PI-000630,materialCode,MAT-00031
PI-000631,poNo,PO-000145
PI-000631,invoiceNo,INV-000166
PI-000631,amount,132221.93
PI-000632,prNo,PR-000136
PI-000632,materialCode,MAT-00043
PI-000632,amount,54529.02
PI-000633,prNo,PR-000136
PI-000633,poNo,PO-000146
PI-000633,amount,57026.11
PI-000633,supplierCode,SUP-007
PI-000634,poNo,PO-000146
PI-000634,grNo,GR-000186
PI-000634,materialCode,MAT-00031
PI-000635,poNo,PO-000146
PI-000635,invoiceNo,INV-000167
PI-000635,amount,57188.07
PI-000636,prNo,PR-000137
PI-000636,materialCode,MAT-00035
PI-000636,amount,72096.92
PI-000637,prNo,PR-000137
PI-000637,poNo,PO-000147
PI-000637,amount,19143.36
PI-000637,supplierCode,SUP-004
PI-000638,poNo,PO-000147
PI-000638,grNo,GR-000187
PI-000638,materialCode,MAT-00035
PI-000639,poNo,PO-000147
PI-000639,invoiceNo,INV-000168
PI-000639,amount,19353.72
PI-000640,prNo,PR-000138
PI-000640,materialCode,MAT-00021
PI-000640,amount,48586.44
PI-000641,prNo,PR-000139
PI-000641,materialCode,MAT-00029
PI-000641,amount,68835.11
PI-000642,prNo,PR-000139
PI-000642,poNo,PO-000148
PI-000642,amount,201826.52
PI-000642,supplierCode,SUP-007
PI-000643,poNo,PO-000148
PI-000643,grNo,GR-000188
PI-000643,materialCode,MAT-00029
PI-000644,poNo,PO-000148
PI-000644,invoiceNo,INV-000169
PI-000644,amount,200378.34
PI-000645,prNo,PR-000140
PI-000645,materialCode,MAT-00048
PI-000645,amount,89485.49
PI-000646,prNo,PR-000140
PI-000646,poNo,PO-000149
PI-000646,amount,102181.02
PI-000646,supplierCode,SUP-004
PI-000647,poNo,PO-000149
PI-000647,grNo,GR-000189
PI-000647,materialCode,MAT-00048
PI-000648,poNo,PO-000149
PI-000648,invoiceNo,INV-000170
PI-000648,amount,104078.99
PI-000649,prNo,PR-000141
PI-000649,materialCode,MAT-00002
PI-000649,amount,68951.54
PI-000650,prNo,PR-000141
PI-000650,poNo,PO-000150
PI-000650,amount,74998.52
PI-000650,supplierCode,SUP-008
PI-000651,poNo,PO-000150
PI-000651,grNo,GR-000190
PI-000651,materialCode,MAT-00002
PI-000652,poNo,PO-000150
PI-000652,invoiceNo,INV-000171
PI-000652,amount,75713.75
PI-000653,prNo,PR-000142
PI-000653,materialCode,MAT-00012
PI-000653,amount,19106.77
PI-000654,prNo,PR-000142
PI-000654,poNo,PO-000151
PI-000654,amount,179307.01
PI-000654,supplierCode,SUP-005
PI-000655,poNo,PO-000151
PI-000655,grNo,GR-000191
PI-000655,materialCode,MAT-00051
PI-000656,poNo,PO-000151
PI-000656,invoiceNo,INV-000172
PI-000656,amount,105621.94
PI-000657,poNo,PO-000151
PI-000657,invoiceNo,INV-000173
PI-000657,amount,72764.33
PI-000658,prNo,PR-000143
PI-000658,materialCode,MAT-00025
PI-000658,amount,812.37
PI-000659,prNo,PR-000143
PI-000659,poNo,PO-000152
PI-000659,amount,222239.07
PI-000659,supplierCode,SUP-011
PI-000660,poNo,PO-000152
PI-000660,grNo,GR-000192
PI-000660,materialCode,MAT-00022
PI-000661,poNo,PO-000152
PI-000661,invoiceNo,INV-000174
PI-000661,amount,225958.87
PI-000662,prNo,PR-000144
PI-000662,materialCode,MAT-00013
PI-000662,amount,109102.96
PI-000663,prNo,PR-000144
PI-000663,poNo,PO-000153
PI-000663,amount,31196.19
PI-000663,supplierCode,SUP-009
PI-000664,poNo,PO-000153
PI-000664,grNo,GR-000193
PI-000664,materialCode,MAT-00013
PI-000665,poNo,PO-000153
PI-000665,invoiceNo,INV-000175
PI-000665,amount,31178.35
PI-000666,prNo,PR-000145
PI-000666,materialCode,MAT-00043
PI-000666,amount,7480.2
PI-000667,prNo,PR-000145
PI-000667,poNo,PO-000154
PI-000667,amount,107681.28
PI-000667,supplierCode,SUP-003
PI-000668,poNo,PO-000154
PI-000668,grNo,GR-000194
PI-000668,materialCode,MAT-00035
PI-000669,poNo,PO-000154
PI-000669,invoiceNo,INV-000176
PI-000669,amount,109624.21
PI-000670,prNo,PR-000146
PI-000670,materialCode,MAT-00050
PI-000670,amount,57455.45
PI-000671,prNo,PR-000146
PI-000671,poNo,PO-000155
PI-000671,amount,38849.8
PI-000671,supplierCode,SUP-011
PI-000672,poNo,PO-000155
PI-000672,grNo,GR-000195
PI-000672,materialCode,MAT-00050
PI-000673,poNo,PO-000155
PI-000673,invoiceNo,INV-000177
PI-000673,amount,39245.47
PI-000674,prNo,PR-000147
PI-000674,materialCode,MAT-00021
PI-000674,amount,49061.49
PI-000675,prNo,PR-000147
PI-000675,poNo,PO-000156
PI-000675,amount,155746.28
PI-000675,supplierCode,SUP-009
PI-000676,poNo,PO-000156
PI-000676,grNo,GR-000196
PI-000676,materialCode,MAT-00025
PI-000677,poNo,PO-000156
PI-000677,grNo,GR-000197
PI-000677,materialCode,MAT-00025
PI-000678,poNo,PO-000156
PI-000678,invoiceNo,INV-000178
PI-000678,amount,154034.86
PI-000679,prNo,PR-000148
PI-000679,materialCode,MAT-00037
PI-000679,amount,2986.57
PI-000680,prNo,PR-000149
PI-000680,materialCode,MAT-00046
PI-000680,amount,1266.3
PI-000681,prNo,PR-000149
PI-000681,poNo,PO-000157
PI-000681,amount,102098.73
PI-000681,supplierCode,SUP-008
PI-000682,poNo,PO-000157
PI-000682,grNo,GR-000198
PI-000682,materialCode,MAT-00046
PI-000683,poNo,PO-000157
PI-000683,invoiceNo,INV-000179
PI-000683,amount,103105.85
PI-000684,prNo,PR-000150
PI-000684,materialCode,MAT-00059
PI-000684,amount,33362.74
PI-000685,prNo,PR-000150
PI-000685,poNo,PO-000158
PI-000685,amount,160592.0
PI-000685,supplierCode,SUP-009
PI-000686,poNo,PO-000158
PI-000686,grNo,GR-000199
PI-000686,materialCode,MAT-00059
PI-000687,poNo,PO-000158
PI-000687,invoiceNo,INV-000180
PI-000687,amount,157764.13
PI-000688,prNo,PR-000151
PI-000688,materialCode,MAT-00007
PI-000688,amount,47613.29
PI-000689,prNo,PR-000151
PI-000689,poNo,PO-000159
PI-000689,amount,1841.0
PI-000689,supplierCode,SUP-002
PI-000690,poNo,PO-000159
PI-000690,grNo,GR-000200
PI-000690,materialCode,MAT-00007
PI-000691,poNo,PO-000159
PI-000691,invoiceNo,INV-000181
PI-000691,amount,1853.52
PI-000692,prNo,PR-000152
PI-000692,materialCode,MAT-00060
PI-000692,amount,64125.17
PI-000693,prNo,PR-000152
PI-000693,poNo,PO-000160
PI-000693,amount,223474.03
PI-000693,supplierCode,SUP-006
PI-000694,poNo,PO-000160
PI-000694,grNo,GR-000201
PI-000694,materialCode,MAT-00060
PI-000695,poNo,PO-000160
PI-000695,invoiceNo,INV-000182
PI-000695,amount,222478.23
PI-000696,prNo,PR-000153
PI-000696,materialCode,MAT-00037
PI-000696,amount,35997.94
PI-000697,prNo,PR-000153
PI-000697,poNo,PO-000161
PI-000697,amount,5148.0
PI-000697,supplierCode,SUP-012
PI-000698,poNo,PO-000161
PI-000698,grNo,GR-000202
PI-000698,materialCode,MAT-00037
PI-000699,poNo,PO-000161
PI-000699,invoiceNo,INV-000183
PI-000699,amount,5065.4
PI-000700,prNo,PR-000154
PI-000700,materialCode,MAT-00019
PI-000700,amount,1032.01
PI-000701,prNo,PR-000154
PI-000701,poNo,PO-000162
PI-000701,amount,8273.28
PI-000701,supplierCode,SUP-001
PI-000702,poNo,PO-000162
PI-000702,grNo,GR-000203
PI-000702,materialCode,MAT-00019
PI-000703,poNo,PO-000162
PI-000703,invoiceNo,INV-000184
PI-000703,amount,8108.95
PI-000704,prNo,PR-000155
PI-000704,materialCode,MAT-00018
PI-000704,amount,57091.12
PI-000705,prNo,PR-000156
PI-000705,materialCode,MAT-00002
PI-000705,amount,7685.74
PI-000706,prNo,PR-000156
PI-000706,poNo,PO-000163
PI-000706,amount,129904.05
PI-000706,supplierCode,SUP-009
PI-000707,poNo,PO-000163
PI-000707,grNo,GR-000204
PI-000707,materialCode,MAT-00002
PI-000708,poNo,PO-000163
PI-000708,invoiceNo,INV-000185
PI-000708,amount,77376.09
PI-000709,poNo,PO-000163
PI-000709,invoiceNo,INV-000186
PI-000709,amount,51264.38
PI-000710,prNo,PR-000157
PI-000710,materialCode,MAT-00038
PI-000710,amount,33206.51
PI-000711,prNo,PR-000157
PI-000711,poNo,PO-000164
PI-000711,amount,25619.28
PI-000711,supplierCode,SUP-011
PI-000712,poNo,PO-000164
PI-000712,grNo,GR-000205
PI-000712,materialCode,MAT-00038
PI-000713,poNo,PO-000164
PI-000713,grNo,GR-000206
PI-000713,materialCode,MAT-00038
PI-000714,poNo,PO-000164
PI-000714,invoiceNo,INV-000187
PI-000714,amount,15451.01
PI-000715,poNo,PO-000164
PI-000715,invoiceNo,INV-000188
PI-000715,amount,10248.62
PI-000716,prNo,PR-000157
PI-000716,poNo,PO-000165
PI-000716,amount,71369.65
PI-000716,supplierCode,SUP-006
PI-000717,poNo,PO-000165
PI-000717,grNo,GR-000207
PI-000717,materialCode,MAT-00038
PI-000718,poNo,PO-000165
PI-000718,invoiceNo,INV-000189
PI-000718,amount,72611.25
PI-000719,prNo,PR-000158
PI-000719,materialCode,MAT-00028
PI-000719,amount,1216.2
PI-000720,prNo,PR-000158
PI-000720,poNo,PO-000166
PI-000720,amount,26657.8
PI-000720,supplierCode,SUP-007
PI-000721,poNo,PO-000166
PI-000721,grNo,GR-000208
PI-000721,materialCode,MAT-00028
PI-000722,poNo,PO-000166
PI-000722,invoiceNo,INV-000190
PI-000722,amount,26613.1
PI-000723,prNo,PR-000159
PI-000723,materialCode,MAT-00043
PI-000723,amount,3460.47
PI-000724,prNo,PR-000159
PI-000724,poNo,PO-000167
PI-000724,amount,61816.22
PI-000724,supplierCode,SUP-009
PI-000725,poNo,PO-000167
PI-000725,grNo,GR-000209
PI-000725,materialCode,MAT-00043
PI-000726,poNo,PO-000167
PI-000726,invoiceNo,INV-000191
PI-000726,amount,60877.38
PI-000727,prNo,PR-000160
PI-000727,materialCode,MAT-00027
PI-000727,amount,7989.35
PI-000728,prNo,PR-000160
PI-000728,poNo,PO-000168
PI-000728,amount,47874.84
PI-000728,supplierCode,SUP-004
PI-000729,poNo,PO-000168
PI-000729,grNo,GR-000210
PI-000729,materialCode,MAT-00027
PI-000730,poNo,PO-000168
PI-000730,invoiceNo,INV-000192
PI-000730,amount,48210.54
PI-000731,prNo,PR-000161
PI-000731,materialCode,MAT-00009
PI-000731,amount,19656.57
PI-000732,prNo,PR-000161
PI-000732,poNo,PO-000169
PI-000732,amount,75996.78
PI-000732,supplierCode,SUP-009
PI-000733,poNo,PO-000169
PI-000733,grNo,GR-000211
PI-000733,materialCode,MAT-00009
PI-000734,poNo,PO-000169
PI-000734,invoiceNo,INV-000193
PI-000734,amount,77188.38
PI-000735,prNo,PR-000162
PI-000735,materialCode,MAT-00026
PI-000735,amount,88678.77
PI-000736,prNo,PR-000162
PI-000736,poNo,PO-000170
PI-000736,amount,103745.88
PI-000736,supplierCode,SUP-012
PI-000737,poNo,PO-000170
PI-000737,grNo,GR-000212
PI-000737,materialCode,MAT-00021
PI-000738,poNo,PO-000170
PI-000738,invoiceNo,INV-000194
PI-000738,amount,104396.94
PI-000739,prNo,PR-000163
PI-000739,materialCode,MAT-00049
PI-000739,amount,63496.9
PI-000740,prNo,PR-000163
PI-000740,poNo,PO-000171
PI-000740,amount,100986.92
PI-000740,supplierCode,SUP-011
PI-000741,poNo,PO-000171
PI-000741,grNo,GR-000213
PI-000741,materialCode,MAT-00034
PI-000742,poNo,PO-000171
PI-000742,invoiceNo,INV-000195
PI-000742,amount,60004.5
PI-000743,poNo,PO-000171
PI-000743,invoiceNo,INV-000196
PI-000743,amount,40960.63
PI-000744,prNo,PR-000164
PI-000744,materialCode,MAT-00044
PI-000744,amount,115497.97
PI-000745,prNo,PR-000164
PI-000745,poNo,PO-000172
PI-000745,amount,60599.48
PI-000745,supplierCode,SUP-009
PI-000746,poNo,PO-000172
PI-000746,grNo,GR-000214
PI-000746,materialCode,MAT-00044
PI-000747,poNo,PO-000172
PI-000747,grNo,GR-000215
PI-000747,materialCode,MAT-00040
PI-000748,poNo,PO-000172
PI-000748,invoiceNo,INV-000197
PI-000748,amount,59582.63
PI-000749,prNo,PR-000165
PI-000749,materialCode,MAT-00035
PI-000749,amount,53015.22
PI-000750,prNo,PR-000165
PI-000750,poNo,PO-000173
PI-000750,amount,83116.76
PI-000750,supplierCode,SUP-003
PI-000751,poNo,PO-000173
PI-000751,grNo,GR-000216
PI-000751,materialCode,MAT-00030
PI-000752,poNo,PO-000173
PI-000752,grNo,GR-000217
PI-000752,materialCode,MAT-00044
PI-000753,poNo,PO-000173
PI-000753,invoiceNo,INV-000198
PI-000753,amount,83635.97
PI-000754,prNo,PR-000166
PI-000754,materialCode,MAT-00029
PI-000754,amount,27645.09
PI-000755,prNo,PR-000166
PI-000755,poNo,PO-000174
PI-000755,amount,40935.15
PI-000755,supplierCode,SUP-010
PI-000756,poNo,PO-000174
PI-000756,grNo,GR-000218
PI-000756,materialCode,MAT-00029
PI-000757,poNo,PO-000174
PI-000757,invoiceNo,INV-000199
PI-000757,amount,41509.24
PI-000758,prNo,PR-000167
PI-000758,materialCode,MAT-00039
PI-000758,amount,43942.56
PI-000759,prNo,PR-000167
PI-000759,poNo,PO-000175
PI-000759,amount,52676.0
PI-000759,supplierCode,SUP-012
PI-000760,poNo,PO-000175
PI-000760,grNo,GR-000219
PI-000760,materialCode,MAT-00015
PI-000761,poNo,PO-000175
PI-000761,grNo,GR-000220
PI-000761,materialCode,MAT-00039
PI-000762,poNo,PO-000175
PI-000762,invoiceNo,INV-000200
PI-000762,amount,53201.39
PI-000763,prNo,PR-000167
PI-000763,poNo,PO-000176
PI-000763,amount,20340.27
PI-000763,supplierCode,SUP-011
PI-000764,poNo,PO-000176
PI-000764,grNo,GR-000221
PI-000764,materialCode,MAT-00031
PI-000765,poNo,PO-000176
PI-000765,invoiceNo,INV-000201
PI-000765,amount,20200.44
PI-000766,prNo,PR-000168
PI-000766,materialCode,MAT-00014
PI-000766,amount,40993.11
PI-000767,prNo,PR-000168
PI-000767,poNo,PO-000177
PI-000767,amount,55366.65
PI-000767,supplierCode,SUP-012
PI-000768,poNo,PO-000177
PI-000768,grNo,GR-000222
PI-000768,materialCode,MAT-00003
PI-000769,poNo,PO-000177
PI-000769,invoiceNo,INV-000202
PI-000769,amount,55695.58
PI-000770,prNo,PR-000169
PI-000770,materialCode,MAT-00030
PI-000770,amount,84631.7
PI-000771,prNo,PR-000169
PI-000771,poNo,PO-000178
PI-000771,amount,44543.4
PI-000771,supplierCode,SUP-005
PI-000772,poNo,PO-000178
PI-000772,grNo,GR-000223
PI-000772,materialCode,MAT-00030
PI-000773,poNo,PO-000178
PI-000773,grNo,GR-000224
PI-000773,materialCode,MAT-00030
PI-000774,poNo,PO-000178
PI-000774,invoiceNo,INV-000203
PI-000774,amount,44706.55
PI-000775,prNo,PR-000170
PI-000775,materialCode,MAT-00005
PI-000775,amount,41201.06
PI-000776,prNo,PR-000170
PI-000776,poNo,PO-000179
PI-000776,amount,3180.21
PI-000776,supplierCode,SUP-003
PI-000777,poNo,PO-000179
PI-000777,grNo,GR-000225
PI-000777,materialCode,MAT-00005
PI-000778,poNo,PO-000179
PI-000778,invoiceNo,INV-000204
PI-000778,amount,3234.36
PI-000779,prNo,PR-000171
PI-000779,materialCode,MAT-00025
PI-000779,amount,34128.7
PI-000780,prNo,PR-000171
PI-000780,poNo,PO-000180
PI-000780,amount,2507.46
PI-000780,supplierCode,SUP-001
PI-000781,poNo,PO-000180
PI-000781,grNo,GR-000226
PI-000781,materialCode,MAT-00025
PI-000782,poNo,PO-000180
PI-000782,invoiceNo,INV-000205
PI-000782,amount,1498.86
PI-000783,poNo,PO-000180
PI-000783,invoiceNo,INV-000206
PI-000783,amount,1020.33
PI-000784,prNo,PR-000172
PI-000784,materialCode,MAT-00002
PI-000784,amount,28674.45
PI-000785,prNo,PR-000172
PI-000785,poNo,PO-000181
PI-000785,amount,259566.38
PI-000785,supplierCode,SUP-009
PI-000786,poNo,PO-000181
PI-000786,grNo,GR-000227
PI-000786,materialCode,MAT-00002
PI-000787,poNo,PO-000181
PI-000787,invoiceNo,INV-000207
PI-000787,amount,258948.61
PI-000788,prNo,PR-000173
PI-000788,materialCode,MAT-00058
PI-000788,amount,55164.96
PI-000789,prNo,PR-000173
PI-000789,poNo,PO-000182
PI-000789,amount,170837.82
PI-000789,supplierCode,SUP-011
PI-000790,poNo,PO-000182
PI-000790,grNo,GR-000228
PI-000790,materialCode,MAT-00032
PI-000791,poNo,PO-000182
PI-000791,grNo,GR-000229
PI-000791,materialCode,MAT-00058
PI-000792,poNo,PO-000182
PI-000792,invoiceNo,INV-000208
PI-000792,amount,103890.6
PI-000793,poNo,PO-000182
PI-000793,invoiceNo,INV-000209
PI-000793,amount,67922.45
PI-000794,prNo,PR-000174
PI-000794,materialCode,MAT-00006
PI-000794,amount,107626.67
PI-000795,prNo,PR-000174
PI-000795,poNo,PO-000183
PI-000795,amount,65525.85
PI-000795,supplierCode,SUP-012
PI-000796,poNo,PO-000183
PI-000796,grNo,GR-000230
PI-000796,materialCode,MAT-00023
PI-000797,poNo,PO-000183
PI-000797,invoiceNo,INV-000210
PI-000797,amount,64622.6
PI-000798,prNo,PR-000175
PI-000798,materialCode,MAT-00030
PI-000798,amount,1182.66
PI-000799,prNo,PR-000175
PI-000799,poNo,PO-000184
PI-000799,amount,16778.65
