instance_id,process_key,act_inst_id,node_id,node_name,task_type,seq,task_id,assignee,assignee_role,start_time,end_time,outcome,duration_ms
PI-000503,invoice_verification,PI-000503|A02,n_match,Three-Way Match,serviceTask,2,TK-0002119,EMP-0077,财务专员,2024-01-28 15:46:06.247012,2024-01-28 16:05:42.247012,approve,1176000
PI-000503,invoice_verification,PI-000503|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002120,EMP-0085,应付会计,2024-01-28 16:10:44.615811,2024-01-28 17:29:36.615811,approve,4732000
PI-000503,invoice_verification,PI-000503|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002121,EMP-0084,应付会计,2024-01-28 16:30:54.701305,2024-01-28 17:38:47.701305,approve,4073000
PI-000503,invoice_verification,PI-000503|A04,n_pay,Post Payment,serviceTask,4,TK-0002122,EMP-0089,出纳,2024-01-28 18:16:05.878701,2024-01-28 18:22:57.878701,approve,412000
PI-000503,invoice_verification,PI-000503|A05,n_clear,Clear Invoice,serviceTask,5,TK-0002123,EMP-0087,应付会计,2024-01-28 20:12:34.836593,2024-01-28 20:19:35.836593,approve,421000
PI-000504,purchase_requisition,PI-000504|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0002124,EMP-0020,采购申请人,2024-01-21 20:56:51.641472,2024-01-21 21:27:25.641472,approve,1834000
PI-000504,purchase_requisition,PI-000504|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002126,EMP-0048,部门经理,2024-01-21 22:26:19.565396,2024-01-21 22:55:05.565396,approve,1726000
PI-000504,purchase_requisition,PI-000504|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002125,EMP-0044,部门经理,2024-01-21 22:55:11.671183,2024-01-22 00:58:23.671183,approve,7392000
PI-000504,purchase_requisition,PI-000504|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0002127,EMP-0057,采购专员,2024-01-22 04:06:38.271031,2024-01-22 04:24:47.271031,approve,1089000
PI-000505,purchase_order,PI-000505|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0002128,EMP-0059,采购专员,2024-01-23 04:22:06.812230,2024-01-23 04:38:04.812230,approve,958000
PI-000505,purchase_order,PI-000505|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0002129,EMP-0049,采购总监,2024-01-23 06:51:33.343964,2024-01-23 10:15:19.343964,approve,12226000
PI-000505,purchase_order,PI-000505|A03,n_send_po,Send Order to Supplier,serviceTask,3,TK-0002130,EMP-0053,采购专员,2024-01-23 12:04:23.542561,2024-01-23 12:06:54.542561,approve,151000
PI-000506,goods_receipt,PI-000506|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0002131,EMP-0065,仓储专员,2024-01-26 11:14:19.363385,2024-01-26 11:30:54.363385,approve,995000
PI-000506,goods_receipt,PI-000506|A02,n_inspect,Quality Inspection,userTask,2,TK-0002132,EMP-0074,质检员,2024-01-26 13:05:28.753460,2024-01-26 13:26:48.753460,approve,1280000
PI-000506,goods_receipt,PI-000506|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0002133,EMP-0062,仓储专员,2024-01-26 13:57:48.861786,2024-01-26 14:46:51.861786,approve,2943000
PI-000507,goods_receipt,PI-000507|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0002134,EMP-0068,仓储专员,2024-01-29 17:58:29.303925,2024-01-29 18:09:51.303925,approve,682000
PI-000507,goods_receipt,PI-000507|A02,n_inspect,Quality Inspection,userTask,2,TK-0002135,EMP-0074,质检员,2024-01-29 20:21:14.530236,2024-01-30 00:25:42.530236,approve,14668000
PI-000507,goods_receipt,PI-000507|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0002136,EMP-0068,仓储专员,2024-01-30 04:20:02.215871,2024-01-30 04:56:33.215871,approve,2191000
PI-000508,invoice_verification,PI-000508|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0002137,EMP-0075,财务专员,2024-02-01 07:18:53.541655,2024-02-01 07:51:18.541655,approve,1945000
PI-000508,invoice_verification,PI-000508|A02,n_match,Three-Way Match,serviceTask,2,TK-0002138,EMP-0079,财务专员,2024-02-01 08:38:21.419985,2024-02-01 08:43:43.419985,approve,322000
PI-000508,invoice_verification,PI-000508|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002140,EMP-0087,应付会计,2024-02-01 08:55:06.585872,2024-02-01 09:04:42.585872,approve,576000
PI-000508,invoice_verification,PI-000508|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002139,EMP-0086,应付会计,2024-02-01 09:35:55.596063,2024-02-01 10:10:30.596063,approve,2075000
PI-000508,invoice_verification,PI-000508|A04,n_pay,Post Payment,serviceTask,4,TK-0002141,EMP-0089,出纳,2024-02-01 11:35:23.422095,2024-02-01 12:11:24.422095,approve,2161000
PI-000508,invoice_verification,PI-000508|A05,n_clear,Clear Invoice,serviceTask,5,TK-0002142,EMP-0085,应付会计,2024-02-01 15:16:53.298071,2024-02-01 15:23:00.298071,approve,367000
PI-000509,purchase_requisition,PI-000509|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0002143,EMP-0024,采购申请人,2024-01-21 23:28:54.082512,2024-01-21 23:41:55.082512,approve,781000
PI-000509,purchase_requisition,PI-000509|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002144,EMP-0046,部门经理,2024-01-21 23:47:58.259589,2024-01-22 02:15:57.259589,approve,8879000
PI-000509,purchase_requisition,PI-000509|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002146,EMP-0041,部门经理,2024-01-21 23:54:25.115466,2024-01-22 01:40:57.115466,approve,6392000
PI-000509,purchase_requisition,PI-000509|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002145,EMP-0042,部门经理,2024-01-22 00:33:32.485212,2024-01-22 01:08:28.485212,approve,2096000
PI-000509,purchase_requisition,PI-000509|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0002147,EMP-0059,采购专员,2024-01-22 03:33:56.948929,2024-01-22 03:39:11.948929,approve,315000
PI-000510,purchase_order,PI-000510|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0002148,EMP-0056,采购专员,2024-01-23 05:10:39.087618,2024-01-23 05:26:09.087618,approve,930000
PI-000510,purchase_order,PI-000510|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0002149,EMP-0060,采购专员,2024-01-23 05:34:40.785138,2024-01-23 05:39:21.785138,approve,281000
PI-000511,goods_receipt,PI-000511|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0002150,EMP-0067,仓储专员,2024-01-23 21:34:51.497778,2024-01-23 21:57:56.497778,approve,1385000
PI-000511,goods_receipt,PI-000511|A02,n_inspect,Quality Inspection,userTask,2,TK-0002151,EMP-0072,质检员,2024-01-24 01:23:20.157074,2024-01-24 02:23:26.157074,approve,3606000
PI-000511,goods_receipt,PI-000511|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0002152,EMP-0064,仓储专员,2024-01-24 02:41:00.101228,2024-01-24 03:12:22.101228,approve,1882000
PI-000512,invoice_verification,PI-000512|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0002153,EMP-0081,财务专员,2024-01-26 02:47:10.669170,2024-01-26 03:14:01.669170,approve,1611000
PI-000512,invoice_verification,PI-000512|A02,n_match,Three-Way Match,serviceTask,2,TK-0002154,EMP-0077,财务专员,2024-01-26 04:45:37.459733,2024-01-26 04:50:05.459733,approve,268000
PI-000512,invoice_verification,PI-000512|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002156,EMP-0085,应付会计,2024-01-26 05:47:11.541942,2024-01-26 06:31:25.541942,approve,2654000
PI-000512,invoice_verification,PI-000512|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002155,EMP-0087,应付会计,2024-01-26 06:36:08.144401,2024-01-26 07:01:44.144401,approve,1536000
PI-000512,invoice_verification,PI-000512|A04,n_pay,Post Payment,serviceTask,4,TK-0002157,EMP-0090,出纳,2024-01-26 08:56:32.003599,2024-01-26 09:03:33.003599,approve,421000
PI-000512,invoice_verification,PI-000512|A05,n_clear,Clear Invoice,serviceTask,5,TK-0002158,EMP-0086,应付会计,2024-01-26 10:15:38.073656,2024-01-26 10:22:53.073656,approve,435000
PI-000513,purchase_order,PI-000513|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0002159,EMP-0055,采购专员,2024-01-23 01:01:04.010205,2024-01-23 01:26:51.010205,approve,1547000
PI-000513,purchase_order,PI-000513|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0002160,EMP-0055,采购专员,2024-01-23 04:55:44.308877,2024-01-23 05:01:17.308877,approve,333000
PI-000514,goods_receipt,PI-000514|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0002161,EMP-0063,仓储专员,2024-01-25 07:20:06.159078,2024-01-25 07:30:07.159078,approve,601000
PI-000514,goods_receipt,PI-000514|A02,n_inspect,Quality Inspection,userTask,2,TK-0002162,EMP-0071,质检员,2024-01-25 07:42:55.281055,2024-01-25 09:07:30.281055,approve,5075000
PI-000514,goods_receipt,PI-000514|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0002163,EMP-0064,仓储专员,2024-01-25 10:15:11.672221,2024-01-25 11:16:00.672221,approve,3649000
PI-000515,goods_receipt,PI-000515|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0002164,EMP-0063,仓储专员,2024-01-28 07:49:27.774445,2024-01-28 08:07:51.774445,approve,1104000
PI-000515,goods_receipt,PI-000515|A02,n_inspect,Quality Inspection,userTask,2,TK-0002165,EMP-0070,质检员,2024-01-28 11:30:51.872811,2024-01-28 12:06:48.872811,approve,2157000
PI-000515,goods_receipt,PI-000515|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0002166,EMP-0067,仓储专员,2024-01-28 13:13:18.176757,2024-01-28 13:31:29.176757,approve,1091000
PI-000516,invoice_verification,PI-000516|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0002167,EMP-0078,财务专员,2024-01-29 03:01:22.725096,2024-01-29 03:38:00.725096,approve,2198000
PI-000516,invoice_verification,PI-000516|A02,n_match,Three-Way Match,serviceTask,2,TK-0002168,EMP-0080,财务专员,2024-01-29 04:39:37.747376,2024-01-29 04:48:46.747376,approve,549000
PI-000516,invoice_verification,PI-000516|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002170,EMP-0086,应付会计,2024-01-29 05:24:47.161310,2024-01-29 06:15:49.161310,approve,3062000
PI-000516,invoice_verification,PI-000516|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002169,EMP-0087,应付会计,2024-01-29 06:26:13.692698,2024-01-29 07:23:50.692698,approve,3457000
PI-000516,invoice_verification,PI-000516|A04,n_pay,Post Payment,serviceTask,4,TK-0002171,EMP-0090,出纳,2024-01-29 09:49:34.483754,2024-01-29 10:00:41.483754,approve,667000
PI-000516,invoice_verification,PI-000516|A05,n_clear,Clear Invoice,serviceTask,5,TK-0002172,EMP-0083,应付会计,2024-01-29 11:10:08.279742,2024-01-29 11:15:43.279742,approve,335000
PI-000517,purchase_requisition,PI-000517|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0002173,EMP-0006,采购申请人,2024-01-22 01:09:52.081396,2024-01-22 01:43:49.081396,approve,2037000
PI-000517,purchase_requisition,PI-000517|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002175,EMP-0042,部门经理,2024-01-22 01:54:34.380005,2024-01-22 02:10:41.380005,approve,967000
PI-000517,purchase_requisition,PI-000517|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002174,EMP-0048,部门经理,2024-01-22 02:48:47.179239,2024-01-22 03:01:59.179239,approve,792000
PI-000517,purchase_requisition,PI-000517|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0002176,EMP-0054,采购专员,2024-01-22 06:48:45.369826,2024-01-22 06:59:10.369826,approve,625000
PI-000518,purchase_order,PI-000518|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0002177,EMP-0052,采购专员,2024-01-22 13:13:18.748539,2024-01-22 13:29:03.748539,approve,945000
PI-000518,purchase_order,PI-000518|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0002178,EMP-0051,采购总监,2024-01-22 15:54:19.566202,2024-01-22 19:03:46.566202,reject,11367000
PI-000518,purchase_order,PI-000518|A03,n_revise_po,Revise Purchase Order,serviceTask,3,TK-0002179,EMP-0056,采购专员,2024-01-22 19:53:16.412923,2024-01-22 20:14:41.412923,approve,1285000
PI-000518,purchase_order,PI-000518|A04,n_create_po,Create Purchase Order,serviceTask,4,TK-0002180,EMP-0055,采购专员,2024-01-22 23:50:39.561990,2024-01-23 00:00:59.561990,approve,620000
PI-000518,purchase_order,PI-000518|A05,n_send_po,Send Order to Supplier,serviceTask,5,TK-0002181,EMP-0061,采购专员,2024-01-23 02:05:55.281975,2024-01-23 02:07:39.281975,approve,104000
PI-000519,goods_receipt,PI-000519|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0002182,EMP-0067,仓储专员,2024-01-24 12:04:35.639228,2024-01-24 12:07:01.639228,approve,146000
PI-000519,goods_receipt,PI-000519|A02,n_inspect,Quality Inspection,userTask,2,TK-0002183,EMP-0073,质检员,2024-01-24 15:47:17.229283,2024-01-24 16:17:34.229283,approve,1817000
PI-000519,goods_receipt,PI-000519|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0002184,EMP-0063,仓储专员,2024-01-24 17:40:27.074227,2024-01-24 17:54:10.074227,approve,823000
PI-000520,invoice_verification,PI-000520|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0002185,EMP-0080,财务专员,2024-01-29 08:08:09.865262,2024-01-29 08:23:55.865262,approve,946000
PI-000520,invoice_verification,PI-000520|A02,n_match,Three-Way Match,serviceTask,2,TK-0002186,EMP-0076,财务专员,2024-01-29 10:02:39.273520,2024-01-29 10:06:30.273520,approve,231000
PI-000520,invoice_verification,PI-000520|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002188,EMP-0084,应付会计,2024-01-29 10:16:40.350479,2024-01-29 11:11:39.350479,approve,3299000
PI-000520,invoice_verification,PI-000520|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002187,EMP-0087,应付会计,2024-01-29 11:00:56.559417,2024-01-29 11:55:12.559417,approve,3256000
PI-000520,invoice_verification,PI-000520|A04,n_pay,Post Payment,serviceTask,4,TK-0002189,EMP-0088,出纳,2024-01-29 13:31:29.200704,2024-01-29 13:42:53.200704,approve,684000
PI-000520,invoice_verification,PI-000520|A05,n_clear,Clear Invoice,serviceTask,5,TK-0002190,EMP-0086,应付会计,2024-01-29 15:59:01.424628,2024-01-29 16:05:25.424628,approve,384000
PI-000521,purchase_requisition,PI-000521|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0002191,EMP-0032,采购申请人,2024-01-22 05:14:21.122985,2024-01-22 05:36:12.122985,approve,1311000
PI-000521,purchase_requisition,PI-000521|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002192,EMP-0044,部门经理,2024-01-22 05:43:45.833905,2024-01-22 06:08:49.833905,approve,1504000
PI-000521,purchase_requisition,PI-000521|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002193,EMP-0042,部门经理,2024-01-22 06:18:53.489830,2024-01-22 09:14:40.489830,approve,10547000
PI-000521,purchase_requisition,PI-000521|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0002194,EMP-0060,采购专员,2024-01-22 12:34:58.111724,2024-01-22 12:56:15.111724,approve,1277000
PI-000522,purchase_order,PI-000522|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0002195,EMP-0058,采购专员,2024-01-23 09:27:21.890531,2024-01-23 09:49:13.890531,approve,1312000
PI-000522,purchase_order,PI-000522|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0002196,EMP-0050,采购总监,2024-01-23 10:15:49.709568,2024-01-23 12:33:52.709568,approve,8283000
PI-000522,purchase_order,PI-000522|A03,n_send_po,Send Order to Supplier,serviceTask,3,TK-0002197,EMP-0054,采购专员,2024-01-23 13:11:59.586744,2024-01-23 13:23:06.586744,approve,667000
PI-000523,goods_receipt,PI-000523|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0002198,EMP-0062,仓储专员,2024-01-25 16:23:19.773362,2024-01-25 16:40:56.773362,approve,1057000
PI-000523,goods_receipt,PI-000523|A02,n_inspect,Quality Inspection,userTask,2,TK-0002199,EMP-0072,质检员,2024-01-25 18:42:43.697336,2024-01-25 19:37:51.697336,approve,3308000
PI-000523,goods_receipt,PI-000523|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0002200,EMP-0066,仓储专员,2024-01-25 23:26:15.709266,2024-01-25 23:54:26.709266,approve,1691000
PI-000524,invoice_verification,PI-000524|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0002201,EMP-0080,财务专员,2024-01-27 04:04:15.725495,2024-01-27 04:51:48.725495,approve,2853000
PI-000524,invoice_verification,PI-000524|A02,n_match,Three-Way Match,serviceTask,2,TK-0002202,EMP-0077,财务专员,2024-01-27 05:34:37.665968,2024-01-27 05:39:21.665968,approve,284000
PI-000524,invoice_verification,PI-000524|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002203,EMP-0086,应付会计,2024-01-27 05:45:04.770234,2024-01-27 06:54:07.770234,approve,4143000
PI-000524,invoice_verification,PI-000524|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002204,EMP-0085,应付会计,2024-01-27 05:48:05.932878,2024-01-27 06:12:23.932878,approve,1458000
PI-000524,invoice_verification,PI-000524|A04,n_pay,Post Payment,serviceTask,4,TK-0002205,EMP-0090,出纳,2024-01-27 07:19:22.818678,2024-01-27 07:21:22.818678,approve,120000
PI-000524,invoice_verification,PI-000524|A05,n_clear,Clear Invoice,serviceTask,5,TK-0002206,EMP-0083,应付会计,2024-01-27 10:39:16.317339,2024-01-27 10:43:59.317339,approve,283000
PI-000525,purchase_order,PI-000525|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0002207,EMP-0053,采购专员,2024-01-22 22:58:58.042228,2024-01-22 23:16:02.042228,approve,1024000
PI-000525,purchase_order,PI-000525|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0002208,EMP-0055,采购专员,2024-01-23 02:31:33.309387,2024-01-23 02:33:23.309387,approve,110000
PI-000526,goods_receipt,PI-000526|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0002209,EMP-0069,仓储专员,2024-01-25 01:18:08.623746,2024-01-25 01:26:15.623746,approve,487000
PI-000526,goods_receipt,PI-000526|A02,n_inspect,Quality Inspection,userTask,2,TK-0002210,EMP-0074,质检员,2024-01-25 05:08:47.929803,2024-01-25 05:36:17.929803,approve,1650000
PI-000526,goods_receipt,PI-000526|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0002211,EMP-0063,仓储专员,2024-01-25 05:49:38.785394,2024-01-25 06:13:16.785394,approve,1418000
PI-000527,invoice_verification,PI-000527|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0002212,EMP-0079,财务专员,2024-01-28 18:33:14.767652,2024-01-28 18:53:10.767652,approve,1196000
PI-000527,invoice_verification,PI-000527|A02,n_match,Three-Way Match,serviceTask,2,TK-0002213,EMP-0080,财务专员,2024-01-28 22:22:56.902938,2024-01-28 22:26:12.902938,approve,196000
PI-000527,invoice_verification,PI-000527|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002215,EMP-0086,应付会计,2024-01-28 23:09:50.665282,2024-01-28 23:42:28.665282,approve,1958000
PI-000527,invoice_verification,PI-000527|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002214,EMP-0083,应付会计,2024-01-28 23:22:42.755048,2024-01-29 00:19:58.755048,approve,3436000
PI-000527,invoice_verification,PI-000527|A04,n_pay,Post Payment,serviceTask,4,TK-0002216,EMP-0088,出纳,2024-01-29 02:33:33.745847,2024-01-29 03:00:53.745847,approve,1640000
PI-000527,invoice_verification,PI-000527|A05,n_clear,Clear Invoice,serviceTask,5,TK-0002217,EMP-0085,应付会计,2024-01-29 04:41:16.825764,2024-01-29 04:45:27.825764,approve,251000
PI-000528,purchase_requisition,PI-000528|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0002218,EMP-0004,采购申请人,2024-01-22 05:20:42.641832,2024-01-22 05:53:59.641832,approve,1997000
PI-000528,purchase_requisition,PI-000528|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002220,EMP-0041,部门经理,2024-01-22 06:30:51.215859,2024-01-22 07:48:46.215859,approve,4675000
PI-000528,purchase_requisition,PI-000528|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002221,EMP-0044,部门经理,2024-01-22 06:42:42.577581,2024-01-22 08:16:02.577581,approve,5600000
PI-000528,purchase_requisition,PI-000528|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002219,EMP-0042,部门经理,2024-01-22 07:11:19.355842,2024-01-22 08:12:12.355842,approve,3653000
PI-000528,purchase_requisition,PI-000528|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0002222,EMP-0054,采购专员,2024-01-22 09:00:34.057838,2024-01-22 09:08:44.057838,approve,490000
PI-000529,purchase_order,PI-000529|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0002223,EMP-0054,采购专员,2024-01-22 10:27:28.647060,2024-01-22 10:59:08.647060,approve,1900000
PI-000529,purchase_order,PI-000529|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0002224,EMP-0051,采购总监,2024-01-22 14:40:06.164353,2024-01-22 15:06:37.164353,approve,1591000
PI-000529,purchase_order,PI-000529|A03,n_send_po,Send Order to Supplier,serviceTask,3,TK-0002225,EMP-0061,采购专员,2024-01-22 16:12:37.942701,2024-01-22 16:20:13.942701,approve,456000
PI-000530,goods_receipt,PI-000530|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0002226,EMP-0069,仓储专员,2024-01-24 22:02:37.372564,2024-01-24 22:07:48.372564,approve,311000
PI-000530,goods_receipt,PI-000530|A02,n_inspect,Quality Inspection,userTask,2,TK-0002227,EMP-0070,质检员,2024-01-25 01:47:28.092109,2024-01-25 04:12:30.092109,approve,8702000
PI-000530,goods_receipt,PI-000530|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0002228,EMP-0066,仓储专员,2024-01-25 08:02:29.328095,2024-01-25 08:54:04.328095,approve,3095000
PI-000531,goods_receipt,PI-000531|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0002229,EMP-0066,仓储专员,2024-01-28 00:43:00.794653,2024-01-28 00:56:46.794653,approve,826000
PI-000531,goods_receipt,PI-000531|A02,n_inspect,Quality Inspection,userTask,2,TK-0002230,EMP-0072,质检员,2024-01-28 04:28:41.846451,2024-01-28 05:21:59.846451,approve,3198000
PI-000531,goods_receipt,PI-000531|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0002231,EMP-0065,仓储专员,2024-01-28 09:00:41.012621,2024-01-28 09:42:46.012621,approve,2525000
PI-000532,invoice_verification,PI-000532|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0002232,EMP-0075,财务专员,2024-01-30 15:35:44.015172,2024-01-30 15:55:54.015172,approve,1210000
PI-000532,invoice_verification,PI-000532|A02,n_match,Three-Way Match,serviceTask,2,TK-0002233,EMP-0075,财务专员,2024-01-30 16:18:13.012359,2024-01-30 16:24:29.012359,approve,376000
PI-000532,invoice_verification,PI-000532|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002235,EMP-0085,应付会计,2024-01-30 17:15:41.019965,2024-01-30 17:38:49.019965,approve,1388000
PI-000532,invoice_verification,PI-000532|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0002234,EMP-0086,应付会计,2024-01-30 17:49:20.290894,2024-01-30 18:22:10.290894,approve,1970000
PI-000532,invoice_verification,PI-000532|A04,n_pay,Post Payment,serviceTask,4,TK-0002236,EMP-0088,出纳,2024-01-30 18:31:59.498745,2024-01-30 18:41:26.498745,approve,567000
PI-000532,invoice_verification,PI-000532|A05,n_clear,Clear Invoice,serviceTask,5,TK-0002237,EMP-0084,应付会计,2024-01-30 20:04:58.356063,2024-01-30 20:08:24.356063,approve,206000
PI-000533,purchase_requisition,PI-000533|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0002238,EMP-0026,采购申请人,2024-01-22 07:39:41.132158,2024-01-22 07:44:42.132158,approve,301000
PI-000533,purchase_requisition,PI-000533|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002240,EMP-0048,部门经理,2024-01-22 08:39:41.197406,2024-01-22 09:40:41.197406,reject,3660000
PI-000533,purchase_requisition,PI-000533|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002239,EMP-0047,部门经理,2024-01-22 09:07:31.823734,2024-01-22 11:07:19.823734,reject,7188000
PI-000533,purchase_requisition,PI-000533|A03,n_cancel,Cancel Requisition,serviceTask,3,TK-0002241,EMP-0053,采购专员,2024-01-22 12:42:34.591614,2024-01-22 12:53:23.591614,approve,649000
PI-000534,purchase_requisition,PI-000534|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0002242,EMP-0022,采购申请人,2024-01-22 10:11:25.927914,2024-01-22 11:04:58.927914,approve,3213000
PI-000534,purchase_requisition,PI-000534|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002243,EMP-0047,部门经理,2024-01-22 11:29:14.588871,2024-01-22 11:52:28.588871,approve,1394000
PI-000534,purchase_requisition,PI-000534|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0002244,EMP-0043,部门经理,2024-01-22 11:58:09.350446,2024-01-22 12:28:26.350446,approve,1817000
PI-000534,purchase_requisition,PI-000534|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0002245,EMP-0059,采购专员,2024-01-22 16:24:30.927880,2024-01-22 16:41:29.927880,approve,1019000
PI-000535,purchase_order,PI-000535|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0002246,EMP-0052,采购专员,2024-01-23 08:14:10.789823,2024-01-23 08:31:24.789823,approve,1034000
PI-000535,purchase_order,PI-000535|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0002247,EMP-0050,采购总监,2024-01-23 09:54:30.441857,2024-01-23 11:47:14.441857,approve,6764000
PI-000535,purchase_order,PI-000535|A03,n_send_po,Send Order to Supplier,serviceTask,3,TK-0002248,EMP-0059,采购专员,2024-01-23 14:34:27.211969,2024-01-23 14:38:53.211969,approve,266000
PI-000536,goods_receipt,PI-000536|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0002249,EMP-0069,仓储专员,2024-01-26 00:56:44.306162,2024-01-26 01:27:17.306162,approve,1833000
PI-000536,goods_receipt,PI-000536|A02,n_inspect,Quality Inspection,userTask,2,TK-0002250,EMP-0073,质检员,2024-01-26 03:55:19.362642,2024-01-26 04:39:00.362642,approve,2621000
PI-000536,goods_receipt,PI-000536|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0002251,EMP-0066,仓储专员,2024-01-26 08:07:34.242886,2024-01-26 08:13:50.242886,approve,376000
PI-000537,invoice_verification,PI-000537|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0002252,EMP-0077,财务专员,2024-01-27 15:33:29.180181,2024-01-27 16:15:50.180181,approve,2541000
PI-000537,invoice_verification,PI-000537|A02,n_match,Three-Way Match,serviceTask,2,TK-0002253,EMP-0079,财务专员,2024-01-27 16:41:40.575656,2024-01-27 16:57:38.575656,reject,958000
